pais,codigo,nome,tenho,repetidos
"ALG","ALG 12","Nabil Bentalab","sim","0"
"ALG","ALG 13","Cromo Equipa","nao","0"
"ALG","ALG 14","Farés Chaibi","nao","0"
"ALG","ALG 15","Riyad Mahrez","nao","0"
"ALG","ALG 16","Said Benrahma","nao","0"
"ALG","ALG 17","Anis Hadj Moussa","nao","0"
"ALG","ALG 18","Amine Gouiri","nao","0"
"ALG","ALG 19","Baghdad Bounedjah","nao","0"
"ALG","ALG 20","Mohammed Amoura","nao","0"
"AUT","AUT 1","Cromo Emblema","nao","0"
"AUT","AUT 2","Alexander Schlager","sim","0"
"AUT","AUT 3","Patrick Pentz","nao","0"
"AUT","AUT 4","David Alaba","nao","0"
"AUT","AUT 5","Kevin Danso","nao","0"
"AUT","AUT 6","Philipp Lienhart","nao","0"
"AUT","AUT 7","Stefan Posch","sim","0"
"AUT","AUT 8","Phillipp Mwene","nao","0"
"AUT","AUT 9","Alexander Prass","sim","0"
"AUT","AUT 10","Xaver Schlager","nao","0"
"AUT","AUT 11","Marcel Sabitzer","nao","0"
"AUT","AUT 12","Konrad Laimer","nao","0"
"AUT","AUT 13","Cromo Equipa","nao","0"
"AUT","AUT 14","Florian Grillitsch","nao","0"
"AUT","AUT 15","Nicolas Seiwald","sim","0"
"AUT","AUT 16","Romano Schmid","sim","0"
"AUT","AUT 17","Patrick Wimmer","nao","0"
"AUT","AUT 18","Christoph Baumgartner","nao","0"
"AUT","AUT 19","Michael Gregoritsch","nao","0"
"AUT","AUT 20","Marko Arnautović","nao","0"
"JOR","JOR 1","Cromo Emblema","nao","0"
"JOR","JOR 2","Yazeed Abulaila","nao","0"
"JOR","JOR 3","Ihsan Haddad","nao","0"
"JOR","JOR 4","Mohammad Abu Hashish","sim","0"
"JOR","JOR 5","Yazan Al-Arab","nao","0"
"JOR","JOR 6","Abdallah Nasib","nao","0"
"JOR","JOR 7","Saleem Obaid","nao","0"
"JOR","JOR 8","Mohammad Abualnadi","sim","0"
"JOR","JOR 9","Ibrahim Saadeh","nao","0"
"JOR","JOR 10","Nizar Al-Rashdan","sim","0"
"JOR","JOR 11","Noor Al-Rawabdeh","nao","0"
"JOR","JOR 12","Mohannad Abu Taha","nao","0"
"JOR","JOR 13","Cromo Equipa","sim","0"
"JOR","JOR 14","Amer Jamous","nao","0"
"JOR","JOR 15","Musa Al-Taamari","sim","0"
"JOR","JOR 16","Yazan Al-Naimat","nao","0"
"JOR","JOR 17","Mahmoud Al-Mardi","nao","0"
"JOR","JOR 18","Ali Olwan","sim","0"
"JOR","JOR 19","Mohammad Abu Zrayq","nao","0"
"JOR","JOR 20","Ibrahim Sabra","sim","0"
"POR","POR 1","Cromo Emblema","sim","0"
"POR","POR 2","Diogo Costa","sim","0"
"POR","POR 3","Jose Sa","nao","0"
"POR","POR 4","Ruben Dias","nao","0"
"POR","POR 5","João Cancelo","nao","0"
"POR","POR 6","Diogo Dalot","nao","0"
"POR","POR 7","Nuno Mendes","sim","0"
"POR","POR 8","Gonçalo Inácio","sim","0"
"POR","POR 9","Bernardo Silva","nao","0"
"POR","POR 10","Bruno Fernandes","sim","0"
"POR","POR 11","Ruben Neves","nao","0"
"POR","POR 12","Vitinha","sim","0"
"POR","POR 13","Cromo Equipa","sim","0"
"POR","POR 14","João Neves","sim","0"
"POR","POR 15","Cristiano Ronaldo","sim","0"
"POR","POR 16","Francisco Trincao","nao","0"
"POR","POR 17","João Felix","sim","0"
"POR","POR 18","Gonçalo Ramos","nao","0"
"POR","POR 19","Pedro Neto","nao","0"
"POR","POR 20","Rafael Leão","nao","0"
"COD","COD 1","Cromo Emblema","nao","0"
"COD","COD 2","Lionel Mpasi","nao","0"
"COD","COD 3","Aaron Wan-Bissaka","sim","0"
"COD","COD 4","Axel Tuanzebe","nao","0"
"COD","COD 5","Arthur Masuaku","nao","0"
"COD","COD 6","Chancel Mbemba","sim","0"
"COD","COD 7","Joris Kayembe","nao","0"
"COD","COD 8","Charles Pickel","nao","0"
"COD","COD 9","Ngal'ayel Mukau","nao","0"
"COD","COD 10","Edo Kayembe","nao","0"
"COD","COD 11","Samuel Moutoussamy","nao","0"
"COD","COD 12","Noah Sadiki","nao","0"
"COD","COD 13","Cromo Equipa","nao","0"
"COD","COD 14","Théo Bongonda","nao","0"
"COD","COD 15","Meschak Elia","sim","0"
"COD","COD 16","Yoane Wissa","nao","0"
"COD","COD 17","Brian Cipenga","sim","0"
"COD","COD 18","Fiston Mayele","nao","0"
"COD","COD 19","Cédric Bakambu","nao","0"
"COD","COD 20","Nathanaël Mbuku","nao","0"
"UZB","UZB 1","Cromo Emblema","sim","0"
"UZB","UZB 2","Utkir Yusupov","nao","0"
"UZB","UZB 3","Farrukh Savfiev","sim","0"
"UZB","UZB 4","Sherzod Nasrullaev","nao","0"
"UZB","UZB 5","Umar Eshmurodov","nao","0"
"UZB","UZB 6","Husniddin Aliqulov","nao","0"
"UZB","UZB 7","Rustamjon Ashurmatov","nao","0"
"UZB","UZB 8","Khojiakbar Alijonov","nao","0"
"UZB","UZB 9","Abdukodir Khusanov","nao","0"
"UZB","UZB 10","Odiljon Hamrobekov","nao","0"
"UZB","UZB 11","Otabek Shukurov","nao","0"
"UZB","UZB 12","Jamshid Iskanderov","sim","0"
"UZB","UZB 13","Cromo Equipa","nao","0"
"UZB","UZB 14","Azizbek Turgunboev","nao","0"
"UZB","UZB 15","Khojimat Erkinov","nao","0"
"UZB","UZB 16","Eldor Shomurodov","nao","0"
"UZB","UZB 17","Oston Urunov","nao","0"
"UZB","UZB 18","Jaloliddin Masharipov","nao","0"
"UZB","UZB 19","Igor Sergeev","nao","0"
"UZB","UZB 20","Abbosbek Fayzullaev","nao","0"
"COL","COL 1","Cromo Emblema","nao","0"
"COL","COL 2","Camilo Vargas","sim","0"
"COL","COL 3","David Ospina","sim","0"
"COL","COL 4","Dávinson Sánchez","sim","0"
"COL","COL 5","Yerry Mina","nao","0"
"COL","COL 6","Daniel Munoz","nao","0"
"COL","COL 7","Johan Mojica","sim","0"
"COL","COL 8","Jhon Lucumí","sim","0"
"COL","COL 9","Santiago Arias","sim","0"
"COL","COL 10","Jefferson Lerma","sim","0"
"COL","COL 11","Kevin Castaño","sim","0"
"COL","COL 12","Richard Rios","nao","0"
"COL","COL 13","Cromo Equipa","nao","0"
"COL","COL 14","James Rodriguez","nao","0"
"COL","COL 15","Juan Fernando Quintero","nao","0"
"COL","COL 16","Jorge Carrascal","sim","1"
"COL","COL 17","Jon Arias","nao","0"
"COL","COL 18","Jhon Cordova","nao","0"
"COL","COL 19","Luis Suarez","nao","0"
"COL","COL 20","Luis Diaz","sim","0"
"ENG","ENG 1","Cromo Emblema","nao","0"
"ENG","ENG 2","Jordan Pickford","sim","0"
"ENG","ENG 3","John Stones","nao","0"
"ENG","ENG 4","Marc Guéhi","nao","0"
"ENG","ENG 5","Ezri Konsa","nao","0"
"ENG","ENG 6","Trent Alexander-Arnold","nao","0"
"ENG","ENG 7","Reece James","nao","0"
"ENG","ENG 8","Dan Burn","sim","0"
"ENG","ENG 9","Jordan Henderson","nao","0"
"ENG","ENG 10","Declan Rice","nao","0"
"ENG","ENG 11","Jude Bellingham","nao","0"
"ENG","ENG 12","Cole Palmer","sim","0"
"ENG","ENG 13","Cromo Equipa","nao","0"
"ENG","ENG 14","Morgan Rogers","sim","0"
"ENG","ENG 15","Anthony Gordon","nao","0"
"ENG","ENG 16","Phil Foden","nao","0"
"ENG","ENG 17","Bukayo Saka","nao","0"
"ENG","ENG 18","Harry Kane","nao","0"
"ENG","ENG 19","Marcus Rashford","sim","0"
"ENG","ENG 20","Ollie Watkins","nao","0"
"CRO","CRO 1","Cromo Emblema","nao","0"
"CRO","CRO 2","Dominik Livaković","nao","0"
"CRO","CRO 3","Duje Caleta-Car","sim","0"
"CRO","CRO 4","Josko Gvardiol","sim","0"
"CRO","CRO 5","Josip Stanišić","nao","0"
"CRO","CRO 6","Luka Vušković","nao","0"
"CRO","CRO 7","Josip Sutalo","nao","0"
"CRO","CRO 8","Kristijan Jakic","nao","0"
"CRO","CRO 9","Luka Modrić","nao","0"
"CRO","CRO 10","Mateo Kovacic","sim","0"
"CRO","CRO 11","Martin Baturina","nao","0"
"CRO","CRO 12","Lovro Majer","nao","0"
"CRO","CRO 13","Cromo Equipa","sim","0"
"CRO","CRO 14","Mario Pasalic","nao","0"
"CRO","CRO 15","Petar Sucic","nao","0"
"CRO","CRO 16","Ivan Perišić","nao","0"
"CRO","CRO 17","Marco Pasalic","sim","0"
"CRO","CRO 18","Ante Budimir","sim","0"
"CRO","CRO 19","Andrej Kramarić","nao","0"
"CRO","CRO 20","Franjo Ivanovic","nao","0"
"GHA","GHA 1","Cromo Emblema","sim","0"
"GHA","GHA 2","Lawrence Ati Zigi","sim","0"
"GHA","GHA 3","Tariq Lamptey","nao","0"
"GHA","GHA 4","Mohammed Salisu","nao","0"
"GHA","GHA 5","Alidu Seidu","nao","0"
"GHA","GHA 6","Alexander Djiku","nao","0"
"GHA","GHA 7","Gideon Mensah","nao","0"
"GHA","GHA 8","Caleb Yirenkyi","nao","0"
"GHA","GHA 9","Abdul Issahaku Fatawu","sim","0"
"GHA","GHA 10","Thomas Partey","nao","0"
"GHA","GHA 11","Salis Abdul Samed","nao","0"
"GHA","GHA 12","Kamaldeen Sulemana","sim","0"
"GHA","GHA 13","Cromo Equipa","nao","0"
"GHA","GHA 14","Mohammed Kudus","nao","0"
"GHA","GHA 15","Inaki Williams","nao","0"
"GHA","GHA 16","Jordan Ayew","nao","0"
"GHA","GHA 17","Andrew Ayew","nao","0"
"GHA","GHA 18","Joseph Paintsil","sim","0"
"GHA","GHA 19","Osman Bukari","nao","0"
"GHA","GHA 20","Antoine Semenyo","nao","0"
"PAN","PAN 1","Cromo Emblema","nao","0"
"PAN","PAN 2","Orlando Mosquera","nao","0"
"PAN","PAN 3","Luis Mejia","nao","0"
"PAN","PAN 4","Fidel Escobar","nao","0"
"PAN","PAN 5","Andres Andrade","sim","0"
"PAN","PAN 6","Michael Amir Murillo","nao","0"
"PAN","PAN 7","Eric Davis","sim","0"
"PAN","PAN 8","Jose Cordoba","sim","0"
"PAN","PAN 9","Cesar Blackman","nao","0"
"PAN","PAN 10","Cristian Martinez","sim","0"
"PAN","PAN 11","Aníbal Godoy","sim","0"
"PAN","PAN 12","Adalberto Carrasquilla","nao","0"
"PAN","PAN 13","Cromo Equipa","nao","0"
"PAN","PAN 14","Édgar Bárcenas","nao","0"
"PAN","PAN 15","Carlos Harvey","sim","0"
"PAN","PAN 16","Ismael Díaz","nao","0"
"PAN","PAN 17","Jose Fajardo","sim","0"
"PAN","PAN 18","Cecilio Waterman","nao","0"
"PAN","PAN 19","Jose Luiz Rodriguez","sim","0"
"PAN","PAN 20","Alberto Quintero","sim","0"
"FWC - EQUIPAS HISTÓRICAS","FWC 9","Italy 1934 - World Cup History","nao","0"
"FWC - EQUIPAS HISTÓRICAS","FWC 10","Uruguay 1950 - World Cup History","nao","0"
"FWC - EQUIPAS HISTÓRICAS","FWC 11","West Germany 1954 - World Cup History","nao","0"
"FWC - EQUIPAS HISTÓRICAS","FWC 12","Brazil 1962 - World Cup History","nao","0"
"FWC - EQUIPAS HISTÓRICAS","FWC 13","West Germany 1974 - World Cup History","nao","0"
"FWC - EQUIPAS HISTÓRICAS","FWC 14","Argentina 1986 - World Cup History","nao","0"
"FWC - EQUIPAS HISTÓRICAS","FWC 15","Brazil 1994 - World Cup History","nao","0"
"FWC - EQUIPAS HISTÓRICAS","FWC 16","Brazil 2002 - World Cup History","sim","0"
"FWC - EQUIPAS HISTÓRICAS","FWC 17","Italy 2006 - World Cup History","nao","0"
"FWC - EQUIPAS HISTÓRICAS","FWC 18","Germany 2014 - World Cup History","sim","0"
"FWC - EQUIPAS HISTÓRICAS","FWC 19","Argentina 2022 - World Cup History","sim","0"
